youtube_id,cluster
tsne_4597,278
tsne_4598,1262
tsne_4599,1263
tsne_4600,377
tsne_4601,726
tsne_4602,799
tsne_4603,940
tsne_4604,801
tsne_4605,125
tsne_4606,1165
tsne_4607,1235
tsne_4608,151
tsne_4609,954
tsne_4610,14
tsne_4611,979
tsne_4612,1023
tsne_4613,931
tsne_4614,47
tsne_4615,17
tsne_4616,1156
tsne_4617,58
tsne_4618,373
tsne_4619,1148
tsne_4620,-1
tsne_4621,1143
tsne_4622,703
tsne_4623,118
tsne_4624,340
tsne_4625,919
tsne_4626,490
tsne_4627,409
tsne_4628,-1
tsne_4629,-1
tsne_4630,-1
tsne_4631,649
tsne_4632,298
tsne_4633,-1
tsne_4634,-1
tsne_4635,-1
tsne_4636,392
tsne_4637,1264
tsne_4638,500
tsne_4639,-1
tsne_4640,630
tsne_4641,717
tsne_4642,-1
tsne_4643,1087
tsne_4644,1222
tsne_4645,234
tsne_4646,1061
tsne_4647,649
tsne_4648,68
tsne_4649,896
tsne_4650,934
tsne_4651,190
tsne_4652,1123
tsne_4653,-1
tsne_4654,1182
tsne_4655,324
tsne_4656,-1
tsne_4657,754
tsne_4658,-1
tsne_4659,-1
tsne_4660,692
tsne_4661,-1
tsne_4662,-1
tsne_4663,1144
tsne_4664,978
tsne_4665,1215
tsne_4666,-1
tsne_4667,726
tsne_4668,-1
tsne_4669,-1
tsne_4670,1029
tsne_4671,965
tsne_4672,1038
tsne_4673,1148
tsne_4674,1024
tsne_4675,69
tsne_4676,1265
tsne_4677,301
tsne_4678,583
tsne_4679,869
tsne_4680,1266
tsne_4681,-1
tsne_4682,-1
tsne_4683,436
tsne_4684,-1
tsne_4685,1267
tsne_4686,185
tsne_4687,159
tsne_4688,711
tsne_4689,-1
tsne_4690,303
tsne_4691,195
tsne_4692,317
tsne_4693,-1
tsne_4694,1216
tsne_4695,902
tsne_4696,695
tsne_4697,1268
tsne_4698,1229
tsne_4699,468
tsne_4700,945
tsne_4701,834
tsne_4702,-1
tsne_4703,189
tsne_4704,483
tsne_4705,-1
tsne_4706,832
tsne_4707,339
tsne_4708,-1
tsne_4709,-1
tsne_4710,1269
tsne_4711,385
tsne_4712,959
tsne_4713,554
tsne_4714,-1
tsne_4715,948
tsne_4716,-1
tsne_4717,346
tsne_4718,12
tsne_4719,310
tsne_4720,284
tsne_4721,327
tsne_4722,1008
tsne_4723,878
tsne_4724,629
tsne_4725,359
tsne_4726,515
tsne_4727,15
tsne_4728,-1
tsne_4729,1
tsne_4730,1084
tsne_4731,565
tsne_4732,329
tsne_4733,89
tsne_4734,663
tsne_4735,890
tsne_4736,1161
tsne_4737,713
tsne_4738,-1
tsne_4739,171
tsne_4740,720
tsne_4741,552
tsne_4742,-1
tsne_4743,346
tsne_4744,807
tsne_4745,387
tsne_4746,-1
tsne_4747,8
tsne_4748,514
tsne_4749,570
tsne_4750,1270
tsne_4751,419
tsne_4752,472
tsne_4753,-1
tsne_4754,1261
tsne_4755,-1
tsne_4756,858
tsne_4757,1258
tsne_4758,1041
tsne_4759,5
tsne_4760,200
tsne_4761,114
tsne_4762,-1
tsne_4763,640
tsne_4764,618
tsne_4765,299
tsne_4766,939
tsne_4767,-1
tsne_4768,-1
tsne_4769,-1
tsne_4770,-1
tsne_4771,980
tsne_4772,1271
tsne_4773,1219
tsne_4774,929
tsne_4775,-1
tsne_4776,-1
tsne_4777,686
tsne_4778,-1
tsne_4779,952
tsne_4780,362
tsne_4781,172
tsne_4782,1188
tsne_4783,18
tsne_4784,-1
tsne_4785,1100
tsne_4786,-1
tsne_4787,1169
tsne_4788,947
tsne_4789,712
tsne_4790,1170
tsne_4791,-1
tsne_4792,1228
tsne_4793,1213
tsne_4794,-1
tsne_4795,-1
tsne_4796,-1
tsne_4797,335
tsne_4798,1179
tsne_4799,1000
tsne_4800,-1
tsne_4801,-1
tsne_4802,270
tsne_4803,1140
tsne_4804,796
tsne_4805,-1
tsne_4806,158
tsne_4807,409
tsne_4808,266
tsne_4809,744
tsne_4810,1131
tsne_4811,-1
tsne_4812,1200
tsne_4813,336
tsne_4814,348
tsne_4815,989
tsne_4816,1148
tsne_4817,1099
tsne_4818,-1
tsne_4819,462
tsne_4820,-1
tsne_4821,1183
tsne_4822,1225
tsne_4823,985
tsne_4824,318
tsne_4825,1187
tsne_4826,147
tsne_4827,782
tsne_4828,625
tsne_4829,178
tsne_4830,-1
tsne_4831,1221
tsne_4832,1113
tsne_4833,179
tsne_4834,1272
tsne_4835,1191
tsne_4836,690
tsne_4837,104
tsne_4838,532
tsne_4839,-1
tsne_4840,-1
tsne_4841,1216
tsne_4842,937
tsne_4843,436
tsne_4844,-1
tsne_4845,994
tsne_4846,-1
tsne_4847,-1
tsne_4848,336
tsne_4849,-1
tsne_4850,219
tsne_4851,1119
tsne_4852,153
tsne_4853,289
tsne_4854,146
tsne_4855,-1
tsne_4856,175
tsne_4857,277
tsne_4858,281
tsne_4859,-1
tsne_4860,1264
tsne_4861,-1
tsne_4862,-1
tsne_4863,-1
tsne_4864,260
tsne_4865,54
tsne_4866,989
tsne_4867,559
tsne_4868,725
tsne_4869,-1
tsne_4870,824
tsne_4871,785
tsne_4872,-1
tsne_4873,133
tsne_4874,164
tsne_4875,-1
tsne_4876,567
tsne_4877,-1
tsne_4878,204
tsne_4879,681
tsne_4880,1254
tsne_4881,261
tsne_4882,-1
tsne_4883,1259
tsne_4884,167
tsne_4885,1223
tsne_4886,-1
tsne_4887,1222
tsne_4888,782
tsne_4889,1273
tsne_4890,-1
tsne_4891,1010
tsne_4892,657
tsne_4893,1237
tsne_4894,-1
tsne_4895,934
tsne_4896,-1
tsne_4897,20
tsne_4898,604
tsne_4899,12
tsne_4900,557
tsne_4901,538
tsne_4902,592
tsne_4903,1249
tsne_4904,1242
tsne_4905,-1
tsne_4906,360
tsne_4907,780
tsne_4908,377
tsne_4909,1218
tsne_4910,111
tsne_4911,49
tsne_4912,387
tsne_4913,130
tsne_4914,-1
tsne_4915,1216
tsne_4916,-1
tsne_4917,1273
tsne_4918,-1
tsne_4919,779
tsne_4920,1004
tsne_4921,88
tsne_4922,526
tsne_4923,766
tsne_4924,62
tsne_4925,1257
tsne_4926,20
tsne_4927,-1
tsne_4928,487
tsne_4929,258
tsne_4930,-1
tsne_4931,254
tsne_4932,113
tsne_4933,-1
tsne_4934,1172
tsne_4935,729
tsne_4936,115
tsne_4937,-1
tsne_4938,74
tsne_4939,1191
tsne_4940,1036
tsne_4941,-1
tsne_4942,1218
tsne_4943,604
tsne_4944,1039
tsne_4945,58
tsne_4946,615
tsne_4947,914
tsne_4948,1217
tsne_4949,95
tsne_4950,528
tsne_4951,-1
tsne_4952,-1
tsne_4953,297
tsne_4954,491
tsne_4955,57
tsne_4956,391
tsne_4957,940
tsne_4958,654
tsne_4959,896
tsne_4960,877
tsne_4961,-1
tsne_4962,-1
tsne_4963,779
tsne_4964,-1
tsne_4965,1079
tsne_4966,148
tsne_4967,474
tsne_4968,324
tsne_4969,1132
tsne_4970,572
tsne_4971,-1
tsne_4972,846
tsne_4973,276
tsne_4974,181
tsne_4975,-1
tsne_4976,499
tsne_4977,-1
tsne_4978,921
tsne_4979,783
tsne_4980,64
tsne_4981,224
tsne_4982,245
tsne_4983,657
tsne_4984,1166
tsne_4985,385
tsne_4986,19
tsne_4987,1147
tsne_4988,-1
tsne_4989,564
tsne_4990,279
tsne_4991,813
tsne_4992,360
tsne_4993,-1
tsne_4994,1192
tsne_4995,608
tsne_4996,526
tsne_4997,163
tsne_4998,201
tsne_4999,756
tsne_5000,1204
tsne_5001,307
tsne_5002,778
tsne_5003,808
tsne_5004,892
tsne_5005,1274
tsne_5006,923
tsne_5007,713
tsne_5008,270
tsne_5009,1050
tsne_5010,335
tsne_5011,341
tsne_5012,807
tsne_5013,-1
tsne_5014,1246
tsne_5015,1110
tsne_5016,526
tsne_5017,60
tsne_5018,563
tsne_5019,175
tsne_5020,-1
tsne_5021,478
tsne_5022,437
tsne_5023,126
tsne_5024,854
tsne_5025,-1
tsne_5026,446
tsne_5027,1176
tsne_5028,546
tsne_5029,444
tsne_5030,-1
tsne_5031,963
tsne_5032,-1
tsne_5033,697
tsne_5034,35
tsne_5035,970
tsne_5036,909
tsne_5037,1205
tsne_5038,1043
tsne_5039,-1
tsne_5040,982
tsne_5041,-1
tsne_5042,-1
tsne_5043,-1
tsne_5044,1275
tsne_5045,6
tsne_5046,383
tsne_5047,584
tsne_5048,18
tsne_5049,894
tsne_5050,287
tsne_5051,1098
tsne_5052,713
tsne_5053,1018
tsne_5054,474
tsne_5055,-1
tsne_5056,1174
tsne_5057,-1
tsne_5058,1091
tsne_5059,1070
tsne_5060,867
tsne_5061,1181
tsne_5062,1207
tsne_5063,458
tsne_5064,817
tsne_5065,1012
tsne_5066,-1
tsne_5067,872
tsne_5068,1272
tsne_5069,-1
tsne_5070,242
tsne_5071,864
tsne_5072,-1
tsne_5073,-1
tsne_5074,335
tsne_5075,899
tsne_5076,831
tsne_5077,-1
tsne_5078,1268
tsne_5079,943
tsne_5080,103
tsne_5081,392
tsne_5082,425
tsne_5083,273
tsne_5084,106
tsne_5085,354
tsne_5086,924
tsne_5087,1134
tsne_5088,276
tsne_5089,-1
tsne_5090,1181
tsne_5091,1135
tsne_5092,387
tsne_5093,72
tsne_5094,33
tsne_5095,-1
tsne_5096,-1
tsne_5097,870
tsne_5098,1227
tsne_5099,-1
tsne_5100,579
tsne_5101,1255
tsne_5102,608
tsne_5103,328
tsne_5104,836
tsne_5105,770
tsne_5106,782
tsne_5107,550
tsne_5108,599
tsne_5109,317
tsne_5110,-1
tsne_5111,-1
tsne_5112,-1
tsne_5113,724
tsne_5114,257
tsne_5115,683
tsne_5116,739
tsne_5117,1077
tsne_5118,788
tsne_5119,267
tsne_5120,-1
tsne_5121,-1
tsne_5122,935
tsne_5123,-1
tsne_5124,-1
tsne_5125,57
tsne_5126,710
tsne_5127,238
tsne_5128,849
tsne_5129,1199
tsne_5130,970
tsne_5131,914
tsne_5132,1256
tsne_5133,-1
tsne_5134,1057
tsne_5135,570
tsne_5136,1206
tsne_5137,307
tsne_5138,1273
tsne_5139,1245
tsne_5140,1044
tsne_5141,229
tsne_5142,-1
tsne_5143,185
tsne_5144,401
tsne_5145,620
tsne_5146,-1
tsne_5147,1276
tsne_5148,-1
tsne_5149,25
tsne_5150,1265
tsne_5151,714
tsne_5152,-1
tsne_5153,408
tsne_5154,248
tsne_5155,-1
tsne_5156,834
tsne_5157,374
tsne_5158,-1
tsne_5159,249
tsne_5160,-1
tsne_5161,206
tsne_5162,-1
tsne_5163,1209
tsne_5164,18
tsne_5165,881
tsne_5166,1082
tsne_5167,223
tsne_5168,-1
tsne_5169,1267
tsne_5170,626
tsne_5171,799
tsne_5172,-1
tsne_5173,99
tsne_5174,-1
tsne_5175,1190
tsne_5176,1004
tsne_5177,1239
tsne_5178,-1
tsne_5179,-1
tsne_5180,462
tsne_5181,722
tsne_5182,1022
tsne_5183,-1
tsne_5184,-1
tsne_5185,1157
tsne_5186,476
tsne_5187,800
tsne_5188,1032
tsne_5189,-1
tsne_5190,1263
tsne_5191,1233
tsne_5192,1247
tsne_5193,-1
tsne_5194,468
tsne_5195,57
tsne_5196,917
tsne_5197,452
tsne_5198,1139
tsne_5199,246
tsne_5200,644
tsne_5201,720
tsne_5202,1248
tsne_5203,694
tsne_5204,51
tsne_5205,147
tsne_5206,154
tsne_5207,886
tsne_5208,1237
tsne_5209,18
tsne_5210,27
tsne_5211,1226
tsne_5212,1106
tsne_5213,707
tsne_5214,-1
tsne_5215,872
tsne_5216,-1
tsne_5217,-1
tsne_5218,-1
tsne_5219,-1
tsne_5220,777
tsne_5221,-1
tsne_5222,454
tsne_5223,-1
tsne_5224,171
tsne_5225,85
tsne_5226,613
tsne_5227,18
tsne_5228,-1
tsne_5229,884
tsne_5230,-1
tsne_5231,-1
tsne_5232,658
tsne_5233,-1
tsne_5234,664
tsne_5235,1275
tsne_5236,504
tsne_5237,1216
tsne_5238,433
tsne_5239,586
tsne_5240,167
tsne_5241,796
tsne_5242,1271
tsne_5243,742
tsne_5244,-1
tsne_5245,254
tsne_5246,1129
tsne_5247,1276
tsne_5248,1210
tsne_5249,818
tsne_5250,-1
tsne_5251,962
tsne_5252,-1
tsne_5253,574
tsne_5254,-1
tsne_5255,953
tsne_5256,-1
tsne_5257,-1
tsne_5258,1244
tsne_5259,47
tsne_5260,12
tsne_5261,-1
tsne_5262,1269
tsne_5263,206
tsne_5264,287
tsne_5265,998
tsne_5266,291
tsne_5267,1270
tsne_5268,335
tsne_5269,1253
tsne_5270,1021
tsne_5271,-1
tsne_5272,371
tsne_5273,-1
tsne_5274,177
tsne_5275,392
tsne_5276,946
tsne_5277,788
tsne_5278,1136
tsne_5279,440
tsne_5280,-1
tsne_5281,-1
tsne_5282,717
tsne_5283,-1
tsne_5284,517
tsne_5285,-1
tsne_5286,-1
tsne_5287,1231
tsne_5288,411
tsne_5289,1096
tsne_5290,368
tsne_5291,-1
tsne_5292,34
tsne_5293,277
tsne_5294,-1
tsne_5295,91
tsne_5296,-1
tsne_5297,556
tsne_5298,479
tsne_5299,1228
tsne_5300,1142
tsne_5301,100
tsne_5302,-1
tsne_5303,407
tsne_5304,-1
tsne_5305,383
tsne_5306,498
tsne_5307,188
tsne_5308,1260
tsne_5309,496
tsne_5310,423
tsne_5311,932
tsne_5312,345
tsne_5313,12
tsne_5314,1254
tsne_5315,273
tsne_5316,-1
tsne_5317,619
tsne_5318,967
tsne_5319,-1
tsne_5320,582
tsne_5321,1252
tsne_5322,245
tsne_5323,989
tsne_5324,-1
tsne_5325,-1
tsne_5326,741
tsne_5327,605
tsne_5328,1143
tsne_5329,26
tsne_5330,-1
tsne_5331,627
tsne_5332,468
tsne_5333,1106
tsne_5334,621
tsne_5335,313
tsne_5336,377
tsne_5337,388
tsne_5338,702
tsne_5339,1262
tsne_5340,1025
tsne_5341,16
tsne_5342,1234
tsne_5343,1236
tsne_5344,564
tsne_5345,1095
tsne_5346,720
tsne_5347,-1
tsne_5348,1258
tsne_5349,158
tsne_5350,-1
tsne_5351,1208
tsne_5352,71
tsne_5353,725
tsne_5354,-1
tsne_5355,-1
tsne_5356,1067
tsne_5357,1075
tsne_5358,545
tsne_5359,413
tsne_5360,-1
tsne_5361,1266
tsne_5362,1133
tsne_5363,233
tsne_5364,303
tsne_5365,-1
tsne_5366,467
tsne_5367,-1
tsne_5368,397
tsne_5369,-1
tsne_5370,-1
tsne_5371,123
tsne_5372,606
tsne_5373,1251
tsne_5374,688
tsne_5375,592
tsne_5376,730
tsne_5377,-1
tsne_5378,224
tsne_5379,1210
tsne_5380,967
tsne_5381,522
tsne_5382,-1
tsne_5383,47
tsne_5384,339
tsne_5385,-1
tsne_5386,-1
tsne_5387,1198
tsne_5388,307
tsne_5389,-1
tsne_5390,601
tsne_5391,-1
tsne_5392,-1
tsne_5393,626
tsne_5394,244
tsne_5395,728
tsne_5396,1274
tsne_5397,443
tsne_5398,220
tsne_5399,27
tsne_5400,1265
tsne_5401,237
tsne_5402,1120
tsne_5403,830
tsne_5404,1115
tsne_5405,415
tsne_5406,147
tsne_5407,-1
tsne_5408,844
